# Altitude(AMSL),Pressure(hpa),Temp(C),RH,WindSpeed(m/s),WindDirection(degTN),Uwind(m/s),Vwind(m/s)
18756.46,71.44,-54.12, 1.40, 6.09,240.83,-5.31,-2.97
18761.63,71.39,-54.11, 1.40, 6.18,241.62,-5.44,-2.94
18766.57,71.33,-54.10, 1.40, 6.27,242.39,-5.55,-2.90
18771.19,71.28,-54.08, 1.39, 6.35,243.15,-5.66,-2.87
18775.39,71.23,-54.06, 1.39, 6.43,243.89,-5.77,-2.83
18779.34,71.19,-54.04, 1.39, 6.50,244.62,-5.87,-2.79
18783.37,71.14,-54.01, 1.38, 6.57,245.35,-5.97,-2.74
18787.91,71.09,-53.99, 1.38, 6.63,246.06,-6.06,-2.69
18792.81,71.04,-53.95, 1.38, 6.68,246.77,-6.14,-2.64
18797.77,70.99,-53.91, 1.38, 6.73,247.47,-6.22,-2.58
18802.82,70.93,-53.86, 1.37, 6.77,248.17,-6.29,-2.52
18807.78,70.88,-53.80, 1.37, 6.80,248.86,-6.34,-2.45
18812.46,70.83,-53.74, 1.37, 6.82,249.56,-6.39,-2.38
18816.78,70.78,-53.68, 1.37, 6.84,250.25,-6.44,-2.31
18821.07,70.73,-53.64, 1.37, 6.84,250.95,-6.47,-2.23
18825.35,70.68,-53.61, 1.37, 6.84,251.66,-6.49,-2.15
18829.73,70.63,-53.60, 1.36, 6.82,252.37,-6.50,-2.07
18834.31,70.59,-53.60, 1.36, 6.80,253.08,-6.50,-1.98
18838.98,70.53,-53.61, 1.36, 6.76,253.80,-6.49,-1.89
18843.77,70.48,-53.62, 1.36, 6.72,254.54,-6.48,-1.79
18848.68,70.43,-53.64, 1.36, 6.67,255.27,-6.45,-1.69
18853.49,70.38,-53.66, 1.36, 6.60,256.02,-6.41,-1.60
18858.17,70.33,-53.66, 1.36, 6.53,256.78,-6.36,-1.49
18862.85,70.27,-53.67, 1.37, 6.45,257.55,-6.30,-1.39
18867.55,70.22,-53.66, 1.37, 6.37,258.33,-6.24,-1.29
18872.07,70.17,-53.65, 1.37, 6.27,259.11,-6.16,-1.19
18876.42,70.13,-53.63, 1.37, 6.18,259.90,-6.08,-1.08
18880.77,70.08,-53.61, 1.37, 6.07,260.71,-5.99,-0.98
18884.80,70.04,-53.59, 1.37, 5.96,261.51,-5.89,-0.88
18888.78,69.99,-53.57, 1.37, 5.85,262.32,-5.79,-0.78
18892.98,69.95,-53.56, 1.38, 5.73,263.14,-5.69,-0.68
18897.43,69.90,-53.55, 1.38, 5.61,263.96,-5.58,-0.59
18901.99,69.85,-53.54, 1.38, 5.49,264.78,-5.46,-0.50
18906.78,69.80,-53.54, 1.38, 5.36,265.60,-5.35,-0.41
18911.32,69.75,-53.55, 1.38, 5.24,266.42,-5.23,-0.33
18915.29,69.71,-53.55, 1.39, 5.12,267.24,-5.11,-0.25
18919.08,69.66,-53.56, 1.39, 5.00,268.05,-5.00,-0.17
18923.30,69.62,-53.57, 1.39, 4.88,268.86,-4.88,-0.10
18927.82,69.57,-53.57, 1.39, 4.76,269.67,-4.76,-0.03
18932.54,69.52,-53.58, 1.40, 4.65,-89.53,-4.65, 0.04
18937.40,69.47,-53.59, 1.40, 4.54,-88.75,-4.54, 0.10
18942.04,69.42,-53.59, 1.40, 4.44,-87.96,-4.43, 0.16
18946.58,69.37,-53.60, 1.40, 4.34,-87.19,-4.33, 0.21
18951.15,69.32,-53.60, 1.41, 4.24,-86.42,-4.23, 0.26
18955.67,69.27,-53.61, 1.41, 4.15,-85.65,-4.13, 0.31
18960.19,69.22,-53.63, 1.41, 4.06,-84.89,-4.04, 0.36
18964.82,69.17,-53.64, 1.41, 3.98,-84.13,-3.96, 0.41
18969.31,69.13,-53.66, 1.42, 3.90,-83.37,-3.87, 0.45
18973.62,69.08,-53.67, 1.42, 3.83,-82.61,-3.80, 0.49
18978.00,69.03,-53.69, 1.42, 3.76,-81.84,-3.72, 0.53
18982.62,68.98,-53.70, 1.42, 3.70,-81.07,-3.65, 0.57
18987.47,68.93,-53.72, 1.43, 3.64,-80.29,-3.59, 0.61
18992.12,68.88,-53.73, 1.43, 3.58,-79.50,-3.52, 0.65
18996.58,68.83,-53.74, 1.43, 3.53,-78.69,-3.46, 0.69
19000.88,68.79,-53.75, 1.43, 3.49,-77.88,-3.41, 0.73
19005.09,68.74,-53.76, 1.43, 3.44,-77.04,-3.35, 0.77
19009.40,68.70,-53.77, 1.44, 3.40,-76.20,-3.30, 0.81
19013.98,68.65,-53.79, 1.44, 3.36,-75.33,-3.25, 0.85
19018.65,68.60,-53.81, 1.44, 3.32,-74.46,-3.19, 0.89
19023.39,68.55,-53.84, 1.44, 3.28,-73.58,-3.14, 0.93
19027.99,68.50,-53.86, 1.45, 3.24,-72.70,-3.09, 0.96
19032.26,68.46,-53.89, 1.45, 3.20,-71.81,-3.04, 1.00
19036.18,68.41,-53.91, 1.45, 3.16,-70.92,-2.98, 1.03
19040.13,68.37,-53.94, 1.45, 3.12,-70.05,-2.93, 1.06
19044.53,68.32,-53.96, 1.46, 3.07,-69.18,-2.87, 1.09
19049.44,68.27,-53.99, 1.46, 3.03,-68.34,-2.81, 1.12
19054.53,68.22,-54.01, 1.46, 2.98,-67.52,-2.75, 1.14
19059.43,68.17,-54.04, 1.46, 2.93,-66.74,-2.69, 1.16
19064.09,68.12,-54.06, 1.47, 2.88,-66.00,-2.63, 1.17
19068.54,68.07,-54.09, 1.47, 2.82,-65.31,-2.56, 1.18
19073.01,68.02,-54.11, 1.47, 2.76,-64.69,-2.49, 1.18
19077.58,67.98,-54.13, 1.47, 2.69,-64.13,-2.42, 1.18
19082.19,67.93,-54.14, 1.47, 2.63,-63.66,-2.35, 1.17
19086.85,67.88,-54.16, 1.47, 2.55,-63.27,-2.28, 1.15
19091.50,67.83,-54.18, 1.47, 2.48,-62.99,-2.21, 1.13
19096.03,67.78,-54.20, 1.47, 2.40,-62.81,-2.14, 1.10
19100.42,67.73,-54.22, 1.47, 2.32,-62.76,-2.06, 1.06
19104.88,67.69,-54.23, 1.47, 2.24,-62.83,-1.99, 1.02
19109.28,67.64,-54.23, 1.47, 2.15,-63.04,-1.92, 0.98
19113.56,67.60,-54.23, 1.47, 2.07,-63.40,-1.85, 0.93
19118.09,67.55,-54.22, 1.47, 1.98,-63.92,-1.78, 0.87
19123.05,67.50,-54.21, 1.46, 1.90,-64.60,-1.71, 0.81
19127.94,67.45,-54.20, 1.46, 1.81,-65.44,-1.65, 0.75
19133.03,67.39,-54.19, 1.46, 1.73,-66.45,-1.58, 0.69
19138.20,67.34,-54.18, 1.46, 1.65,-67.62,-1.52, 0.63
19142.90,67.29,-54.18, 1.46, 1.57,-68.93,-1.47, 0.56
19147.28,67.24,-54.19, 1.46, 1.50,-70.38,-1.41, 0.50
19151.60,67.20,-54.19, 1.46, 1.43,-71.94,-1.36, 0.44
19155.83,67.15,-54.20, 1.46, 1.37,-73.58,-1.31, 0.39
19160.38,67.11,-54.21, 1.46, 1.31,-75.25,-1.26, 0.33
19165.35,67.06,-54.22, 1.46, 1.26,-76.90,-1.22, 0.28
19170.25,67.01,-54.23, 1.46, 1.21,-78.49,-1.18, 0.24
19174.76,66.96,-54.24, 1.46, 1.17,-79.94,-1.15, 0.20
19178.97,66.91,-54.25, 1.46, 1.13,-81.20,-1.12, 0.17
19183.11,66.87,-54.27, 1.47, 1.10,-82.22,-1.09, 0.15
19187.37,66.83,-54.28, 1.47, 1.07,-82.94,-1.07, 0.13
19191.73,66.78,-54.30, 1.47, 1.05,-83.33,-1.05, 0.12
19195.98,66.74,-54.31, 1.47, 1.04,-83.35,-1.03, 0.12
19200.06,66.69,-54.33, 1.47, 1.02,-83.00,-1.02, 0.12
19204.23,66.65,-54.36, 1.47, 1.02,-82.27,-1.01, 0.14
19208.68,66.61,-54.38, 1.48, 1.01,-81.19,-1.00, 0.16
19213.23,66.56,-54.40, 1.48, 1.02,-79.79,-1.00, 0.18
19217.66,66.51,-54.42, 1.48, 1.02,-78.12,-1.00, 0.21
19222.07,66.47,-54.44, 1.48, 1.04,-76.24,-1.01, 0.25
19226.53,66.42,-54.46, 1.48, 1.06,-74.23,-1.02, 0.29
19231.04,66.37,-54.48, 1.48, 1.08,-72.14,-1.03, 0.33
19235.76,66.33,-54.50, 1.48, 1.11,-70.06,-1.05, 0.38
19240.82,66.27,-54.51, 1.47, 1.15,-68.02,-1.07, 0.43
19245.74,66.23,-54.52, 1.47, 1.19,-66.08,-1.09, 0.48
19250.18,66.18,-54.51, 1.47, 1.23,-64.28,-1.11, 0.54
19254.32,66.14,-54.50, 1.47, 1.28,-62.63,-1.14, 0.59
19258.46,66.09,-54.47, 1.47, 1.34,-61.15,-1.17, 0.64
19262.56,66.05,-54.44, 1.46, 1.39,-59.85,-1.20, 0.70
19266.75,66.01,-54.40, 1.46, 1.45,-58.72,-1.24, 0.75
19271.22,65.96,-54.36, 1.45, 1.51,-57.75,-1.27, 0.80
19275.75,65.92,-54.33, 1.45, 1.57,-56.94,-1.31, 0.85
19280.27,65.87,-54.31, 1.45, 1.63,-56.27,-1.35, 0.90
19284.95,65.82,-54.30, 1.44, 1.69,-55.73,-1.39, 0.95
19289.74,65.77,-54.29, 1.44, 1.75,-55.30,-1.44, 1.00
19294.40,65.73,-54.28, 1.43, 1.81,-54.98,-1.48, 1.04
19299.02,65.68,-54.26, 1.43, 1.87,-54.74,-1.53, 1.08
19303.59,65.63,-54.23, 1.42, 1.93,-54.57,-1.57, 1.12
19308.22,65.58,-54.20, 1.42, 1.99,-54.47,-1.62, 1.16
19312.95,65.54,-54.15, 1.42, 2.05,-54.43,-1.67, 1.19
19317.63,65.49,-54.11, 1.41, 2.11,-54.43,-1.72, 1.23
19321.96,65.44,-54.07, 1.41, 2.17,-54.48,-1.76, 1.26
19326.23,65.40,-54.03, 1.40, 2.23,-54.56,-1.82, 1.29
19330.55,65.36,-54.00, 1.40, 2.29,-54.66,-1.87, 1.32
19334.95,65.31,-53.97, 1.40, 2.35,-54.79,-1.92, 1.35
19339.36,65.27,-53.95, 1.39, 2.41,-54.94,-1.97, 1.38
19343.72,65.22,-53.93, 1.39, 2.47,-55.11,-2.02, 1.41
19347.89,65.18,-53.91, 1.39, 2.53,-55.30,-2.08, 1.44
19351.90,65.14,-53.90, 1.38, 2.59,-55.50,-2.13, 1.47
19356.18,65.10,-53.88, 1.38, 2.65,-55.71,-2.19, 1.49
19360.87,65.05,-53.86, 1.38, 2.71,-55.93,-2.25, 1.52
19365.80,65.00,-53.83, 1.38, 2.78,-56.17,-2.31, 1.55
19370.94,64.95,-53.80, 1.38, 2.84,-56.42,-2.36, 1.57
19376.09,64.90,-53.78, 1.37, 2.90,-56.67,-2.42, 1.59
19380.83,64.85,-53.75, 1.37, 2.96,-56.94,-2.48, 1.62
19385.12,64.81,-53.73, 1.37, 3.02,-57.22,-2.54, 1.64
19389.15,64.77,-53.70, 1.37, 3.08,-57.51,-2.60, 1.66
19393.10,64.73,-53.68, 1.37, 3.14,-57.81,-2.66, 1.67
19397.27,64.68,-53.66, 1.37, 3.20,-58.12,-2.72, 1.69
19401.78,64.64,-53.65, 1.37, 3.26,-58.44,-2.77, 1.70
19406.40,64.59,-53.64, 1.37, 3.31,-58.77,-2.83, 1.72
19411.05,64.55,-53.63, 1.37, 3.36,-59.10,-2.88, 1.73
19415.73,64.50,-53.62, 1.37, 3.41,-59.43,-2.94, 1.73
19420.18,64.46,-53.60, 1.37, 3.46,-59.76,-2.99, 1.74
19424.48,64.41,-53.58, 1.37, 3.50,-60.10,-3.03, 1.74
19428.94,64.37,-53.57, 1.37, 3.54,-60.43,-3.08, 1.75
19433.61,64.32,-53.55, 1.37, 3.58,-60.76,-3.12, 1.75
19438.54,64.27,-53.54, 1.37, 3.61,-61.08,-3.16, 1.75
19443.62,64.22,-53.54, 1.38, 3.64,-61.39,-3.20, 1.74
19448.40,64.18,-53.54, 1.38, 3.67,-61.69,-3.23, 1.74
19452.88,64.13,-53.54, 1.38, 3.69,-61.99,-3.26, 1.73
19457.11,64.09,-53.54, 1.38, 3.71,-62.26,-3.29, 1.73
19461.23,64.05,-53.54, 1.38, 3.73,-62.52,-3.31, 1.72
19465.57,64.00,-53.55, 1.38, 3.75,-62.77,-3.33, 1.72
19470.35,63.96,-53.56, 1.39, 3.76,-62.99,-3.35, 1.71
19475.24,63.91,-53.58, 1.39, 3.78,-63.19,-3.37, 1.70
19479.97,63.86,-53.61, 1.39, 3.79,-63.36,-3.39, 1.70
19484.37,63.82,-53.63, 1.39, 3.80,-63.51,-3.40, 1.69
19488.57,63.78,-53.66, 1.39, 3.81,-63.64,-3.41, 1.69
19492.85,63.73,-53.68, 1.40, 3.82,-63.74,-3.42, 1.69
19497.27,63.69,-53.70, 1.40, 3.83,-63.81,-3.43, 1.69
19501.72,63.65,-53.71, 1.40, 3.83,-63.85,-3.44, 1.69
19506.22,63.60,-53.72, 1.40, 3.84,-63.87,-3.45, 1.69
19510.80,63.56,-53.73, 1.40, 3.85,-63.86,-3.46, 1.70
19515.37,63.51,-53.73, 1.40, 3.87,-63.82,-3.47, 1.71
19519.95,63.47,-53.72, 1.41, 3.88,-63.75,-3.48, 1.72
19524.50,63.42,-53.70, 1.41, 3.89,-63.66,-3.49, 1.73
19529.03,63.38,-53.68, 1.41, 3.91,-63.54,-3.50, 1.74
19533.62,63.33,-53.64, 1.41, 3.93,-63.39,-3.51, 1.76
19538.19,63.29,-53.60, 1.41, 3.95,-63.21,-3.52, 1.78
19542.63,63.25,-53.56, 1.41, 3.97,-63.01,-3.54, 1.80
19546.96,63.20,-53.52, 1.41, 3.99,-62.79,-3.55, 1.82
19551.37,63.16,-53.50, 1.41, 4.01,-62.54,-3.56, 1.85
19555.92,63.12,-53.48, 1.41, 4.04,-62.26,-3.58, 1.88
19560.63,63.07,-53.49, 1.42, 4.07,-61.96,-3.59, 1.91
19565.22,63.03,-53.50, 1.42, 4.09,-61.64,-3.60, 1.94
19569.76,62.98,-53.52, 1.42, 4.12,-61.29,-3.62, 1.98
19574.26,62.94,-53.54, 1.42, 4.15,-60.92,-3.63, 2.02
19579.08,62.89,-53.55, 1.42, 4.18,-60.53,-3.64, 2.06
19584.15,62.84,-53.57, 1.42, 4.22,-60.11,-3.65, 2.10
19589.09,62.79,-53.59, 1.43, 4.25,-59.66,-3.67, 2.15
19593.77,62.75,-53.61, 1.43, 4.28,-59.19,-3.67, 2.19
19598.40,62.70,-53.64, 1.43, 4.31,-58.70,-3.68, 2.24
19603.08,62.66,-53.67, 1.43, 4.34,-58.18,-3.69, 2.29
19607.89,62.61,-53.71, 1.44, 4.37,-57.63,-3.69, 2.34
19612.58,62.57,-53.76, 1.44, 4.40,-57.06,-3.69, 2.39
19616.93,62.52,-53.80, 1.44, 4.43,-56.46,-3.69, 2.45
19621.26,62.48,-53.83, 1.44, 4.45,-55.84,-3.69, 2.50
19625.88,62.44,-53.87, 1.45, 4.48,-55.19,-3.68, 2.56
19630.69,62.39,-53.89, 1.45, 4.50,-54.52,-3.66, 2.61
19635.48,62.34,-53.90, 1.45, 4.52,-53.83,-3.65, 2.67
19640.19,62.30,-53.91, 1.45, 4.54,-53.11,-3.63, 2.72
19644.83,62.25,-53.91, 1.46, 4.55,-52.37,-3.60, 2.78
19649.65,62.21,-53.91, 1.46, 4.56,-51.60,-3.57, 2.83
19654.65,62.16,-53.92, 1.46, 4.56,-50.82,-3.54, 2.88
19659.49,62.11,-53.94, 1.46, 4.56,-50.01,-3.50, 2.93
19664.24,62.07,-53.96, 1.46, 4.56,-49.18,-3.45, 2.98
19669.12,62.02,-53.99, 1.46, 4.55,-48.34,-3.40, 3.03
19674.09,61.97,-54.02, 1.47, 4.54,-47.47,-3.34, 3.07
19679.00,61.92,-54.04, 1.47, 4.52,-46.58,-3.28, 3.11
19683.72,61.88,-54.06, 1.47, 4.49,-45.67,-3.21, 3.14
19688.33,61.83,-54.08, 1.47, 4.46,-44.74,-3.14, 3.17
19693.08,61.79,-54.09, 1.47, 4.42,-43.80,-3.06, 3.19
19697.86,61.74,-54.09, 1.47, 4.38,-42.82,-2.98, 3.21
19702.62,61.70,-54.09, 1.47, 4.33,-41.83,-2.89, 3.23
19707.43,61.65,-54.09, 1.47, 4.27,-40.81,-2.79, 3.24
19712.21,61.61,-54.09, 1.48, 4.21,-39.77,-2.69, 3.24
19716.92,61.56,-54.09, 1.48, 4.14,-38.71,-2.59, 3.23
19721.65,61.52,-54.11, 1.48, 4.07,-37.61,-2.48, 3.22
19726.29,61.47,-54.13, 1.48, 3.99,-36.49,-2.37, 3.21
19730.65,61.43,-54.15, 1.48, 3.90,-35.34,-2.26, 3.18
19734.87,61.39,-54.18, 1.48, 3.81,-34.16,-2.14, 3.16
19739.24,61.35,-54.21, 1.48, 3.72,-32.95,-2.02, 3.12
19743.69,61.31,-54.24, 1.48, 3.62,-31.70,-1.90, 3.08
19748.08,61.26,-54.26, 1.48, 3.52,-30.42,-1.78, 3.03
19752.45,61.22,-54.28, 1.48, 3.41,-29.11,-1.66, 2.98
19756.97,61.18,-54.29, 1.48, 3.30,-27.77,-1.54, 2.92
19761.52,61.14,-54.30, 1.48, 3.19,-26.39,-1.42, 2.86
19766.13,61.09,-54.30, 1.48, 3.08,-24.99,-1.30, 2.79
19770.77,61.05,-54.31, 1.48, 2.96,-23.57,-1.18, 2.72
19775.56,61.00,-54.31, 1.47, 2.85,-22.12,-1.07, 2.64
19780.30,60.96,-54.31, 1.47, 2.74,-20.67,-0.97, 2.56
19784.80,60.92,-54.30, 1.47, 2.62,-19.20,-0.86, 2.48
19789.19,60.87,-54.30, 1.47, 2.51,-17.73,-0.76, 2.39
19793.64,60.83,-54.30, 1.47, 2.40,-16.28,-0.67, 2.30
19798.14,60.79,-54.30, 1.47, 2.29,-14.84,-0.59, 2.21
19802.67,60.75,-54.30, 1.46, 2.18,-13.43,-0.51, 2.12
19807.18,60.71,-54.31, 1.46, 2.07,-12.05,-0.43, 2.02
19811.47,60.66,-54.31, 1.46, 1.96,-10.73,-0.37, 1.93
19815.55,60.63,-54.31, 1.46, 1.86,-9.48,-0.31, 1.83
19819.70,60.59,-54.32, 1.45, 1.76,-8.30,-0.25, 1.74
19824.03,60.55,-54.32, 1.45, 1.66,-7.22,-0.21, 1.64
19828.50,60.50,-54.31, 1.45, 1.56,-6.23,-0.17, 1.55
19832.98,60.46,-54.31, 1.45, 1.46,-5.36,-0.14, 1.46
19837.44,60.42,-54.30, 1.44, 1.37,-4.62,-0.11, 1.36
19841.77,60.38,-54.28, 1.44, 1.28,-4.01,-0.09, 1.27
19846.00,60.34,-54.27, 1.44, 1.18,-3.56,-0.07, 1.18
19850.37,60.30,-54.25, 1.44, 1.10,-3.27,-0.06, 1.09
19854.88,60.26,-54.24, 1.43, 1.01,-3.15,-0.06, 1.01
19859.36,60.21,-54.23, 1.43, 0.93,-3.22,-0.05, 0.93
19863.93,60.17,-54.23, 1.43, 0.85,-3.48,-0.05, 0.85
19868.50,60.13,-54.23, 1.42, 0.77,-3.95,-0.05, 0.77
19873.08,60.09,-54.25, 1.42, 0.70,-4.64,-0.06, 0.70
19877.83,60.04,-54.26, 1.42, 0.63,-5.55,-0.06, 0.63
19882.82,60.00,-54.27, 1.42, 0.57,-6.69,-0.07, 0.57
19887.87,59.95,-54.27, 1.41, 0.51,-8.04,-0.07, 0.51
19892.75,59.90,-54.27, 1.41, 0.46,-9.58,-0.08, 0.45
19897.43,59.86,-54.26, 1.41, 0.41,-11.26,-0.08, 0.41
19901.95,59.82,-54.25, 1.41, 0.37,-12.98,-0.08, 0.36
19906.43,59.78,-54.24, 1.40, 0.34,-14.63,-0.09, 0.33
19910.92,59.74,-54.23, 1.40, 0.31,-16.02,-0.09, 0.30
19915.32,59.69,-54.21, 1.40, 0.28,-16.96,-0.08, 0.27
19919.77,59.65,-54.19, 1.39, 0.27,-17.23,-0.08, 0.25
19924.41,59.61,-54.17, 1.39, 0.25,-16.65,-0.07, 0.24
19929.26,59.56,-54.15, 1.39, 0.24,-15.14,-0.06, 0.24
19934.26,59.52,-54.12, 1.38, 0.24,-12.72,-0.05, 0.24
19939.21,59.47,-54.08, 1.38, 0.25,-9.57,-0.04, 0.24
19943.79,59.43,-54.04, 1.37, 0.26,-5.99,-0.03, 0.26
19948.16,59.39,-53.98, 1.37, 0.27,-2.30,-0.01, 0.27
19952.73,59.35,-53.93, 1.37, 0.30, 1.21, 0.01, 0.30
19957.45,59.31,-53.88, 1.36, 0.32, 4.37, 0.02, 0.32
19962.11,59.26,-53.84, 1.36, 0.36, 7.08, 0.04, 0.35
19966.77,59.22,-53.82, 1.35, 0.39, 9.36, 0.06, 0.39
19971.53,59.18,-53.80, 1.35, 0.43,11.22, 0.08, 0.43
19976.58,59.13,-53.80, 1.34, 0.48,12.73, 0.11, 0.46
19981.67,59.08,-53.80, 1.34, 0.52,13.94, 0.13, 0.51
19986.36,59.04,-53.81, 1.33, 0.57,14.90, 0.15, 0.55
19990.83,59.00,-53.80, 1.33, 0.61,15.65, 0.16, 0.59
19995.79,58.95,-53.79, 1.32, 0.65,16.23, 0.18, 0.63
20001.00,58.91,-53.77, 1.32, 0.70,16.66, 0.20, 0.67
20006.21,58.86,-53.74, 1.31, 0.74,16.97, 0.21, 0.70
20011.02,58.82,-53.70, 1.31, 0.77,17.16, 0.23, 0.74
20015.32,58.78,-53.65, 1.31, 0.81,17.25, 0.24, 0.77
20019.51,58.74,-53.59, 1.30, 0.84,17.23, 0.25, 0.80
20023.94,58.70,-53.52, 1.30, 0.87,17.12, 0.26, 0.83
20028.57,58.66,-53.44, 1.30, 0.89,16.91, 0.26, 0.85
20033.08,58.62,-53.36, 1.30, 0.91,16.59, 0.26, 0.88
20037.43,58.58,-53.30, 1.30, 0.93,16.16, 0.26, 0.89
20041.51,58.54,-53.26, 1.30, 0.94,15.59, 0.25, 0.91
20045.47,58.50,-53.23, 1.30, 0.95,14.89, 0.24, 0.92
20049.54,58.47,-53.21, 1.30, 0.96,14.03, 0.23, 0.93
20053.90,58.43,-53.20, 1.30, 0.96,13.00, 0.22, 0.93
20058.63,58.38,-53.18, 1.30, 0.96,11.77, 0.20, 0.94
20063.76,58.34,-53.18, 1.30, 0.96,10.33, 0.17, 0.94
20068.86,58.29,-53.17, 1.30, 0.95, 8.67, 0.14, 0.94
20073.78,58.25,-53.17, 1.30, 0.95, 6.78, 0.11, 0.94
20078.60,58.20,-53.17, 1.30, 0.95, 4.65, 0.08, 0.94
20083.46,58.16,-53.17, 1.30, 0.95, 2.31, 0.04, 0.94
20088.27,58.12,-53.16, 1.31, 0.95,-0.23,-0.00, 0.95
20093.09,58.07,-53.15, 1.31, 0.95,-2.94,-0.05, 0.95
20098.08,58.03,-53.13, 1.31, 0.96,-5.76,-0.10, 0.95
20103.14,57.98,-53.12, 1.31, 0.97,-8.64,-0.15, 0.96
20108.07,57.94,-53.11, 1.32, 0.99,-11.52,-0.20, 0.97
20112.97,57.90,-53.11, 1.32, 1.01,-14.30,-0.25, 0.98
20117.86,57.85,-53.12, 1.32, 1.04,-16.94,-0.30, 0.99
20122.64,57.81,-53.12, 1.33, 1.07,-19.38,-0.36, 1.01
20127.48,57.77,-53.13, 1.33, 1.11,-21.57,-0.41, 1.03
20132.37,57.72,-53.14, 1.33, 1.15,-23.48,-0.46, 1.05
20137.16,57.68,-53.15, 1.33, 1.19,-25.10,-0.51, 1.08
20141.85,57.64,-53.17, 1.34, 1.24,-26.41,-0.55, 1.11
20146.61,57.60,-53.19, 1.34, 1.29,-27.41,-0.59, 1.15
20151.24,57.56,-53.21, 1.34, 1.34,-28.12,-0.63, 1.18
20155.81,57.52,-53.22, 1.34, 1.39,-28.54,-0.67, 1.23
20160.17,57.48,-53.23, 1.34, 1.45,-28.69,-0.70, 1.27
20164.31,57.44,-53.23, 1.34, 1.50,-28.60,-0.72, 1.32
20168.50,57.40,-53.23, 1.34, 1.56,-28.28,-0.74, 1.37
20172.74,57.36,-53.23, 1.34, 1.61,-27.75,-0.75, 1.43
20176.97,57.33,-53.23, 1.34, 1.67,-27.04,-0.76, 1.48
20181.51,57.29,-53.23, 1.34, 1.72,-26.17,-0.76, 1.54
20186.34,57.24,-53.23, 1.34, 1.78,-25.18,-0.76, 1.61
20191.41,57.20,-53.23, 1.34, 1.83,-24.07,-0.75, 1.67
20196.56,57.15,-53.23, 1.33, 1.89,-22.89,-0.74, 1.74
20201.46,57.11,-53.23, 1.33, 1.95,-21.65,-0.72, 1.81
20206.03,57.07,-53.22, 1.33, 2.01,-20.39,-0.70, 1.89
20210.74,57.03,-53.21, 1.33, 2.08,-19.13,-0.68, 1.96
20215.68,56.99,-53.20, 1.32, 2.14,-17.91,-0.66, 2.04
20220.37,56.94,-53.18, 1.32, 2.21,-16.74,-0.64, 2.11
20224.85,56.90,-53.16, 1.32, 2.27,-15.65,-0.61, 2.19
20229.44,56.86,-53.12, 1.31, 2.34,-14.66,-0.59, 2.27
20234.23,56.82,-53.08, 1.31, 2.41,-13.78,-0.58, 2.34
20238.59,56.78,-53.04, 1.31, 2.49,-13.03,-0.56, 2.42
20242.79,56.75,-52.99, 1.30, 2.56,-12.42,-0.55, 2.50
20247.04,56.71,-52.95, 1.30, 2.63,-11.95,-0.54, 2.57
20251.50,56.67,-52.90, 1.30, 2.70,-11.63,-0.55, 2.65
20256.16,56.63,-52.86, 1.30, 2.78,-11.45,-0.55, 2.72
20260.82,56.59,-52.82, 1.29, 2.85,-11.42,-0.56, 2.79
20265.20,56.55,-52.80, 1.29, 2.92,-11.54,-0.58, 2.86
20269.81,56.51,-52.78, 1.29, 2.99,-11.79,-0.61, 2.93
20274.59,56.47,-52.77, 1.29, 3.06,-12.17,-0.65, 2.99
20279.01,56.43,-52.75, 1.29, 3.13,-12.67,-0.69, 3.05
20282.95,56.40,-52.74, 1.29, 3.20,-13.28,-0.73, 3.11
20286.78,56.36,-52.72, 1.29, 3.26,-13.98,-0.79, 3.17
20291.05,56.33,-52.70, 1.29, 3.33,-14.76,-0.85, 3.22
20295.69,56.29,-52.69, 1.29, 3.39,-15.61,-0.91, 3.26
20300.29,56.25,-52.68, 1.29, 3.45,-16.51,-0.98, 3.31
20304.60,56.21,-52.69, 1.30, 3.51,-17.44,-1.05, 3.35
20308.67,56.17,-52.70, 1.30, 3.57,-18.40,-1.13, 3.39
20313.00,56.14,-52.72, 1.30, 3.63,-19.37,-1.20, 3.42
20317.72,56.10,-52.75, 1.30, 3.68,-20.33,-1.28, 3.45
20322.37,56.06,-52.79, 1.30, 3.74,-21.28,-1.36, 3.48
20326.67,56.02,-52.84, 1.31, 3.79,-22.19,-1.43, 3.51
20330.82,55.98,-52.89, 1.31, 3.84,-23.06,-1.50, 3.53
20335.03,55.95,-52.93, 1.31, 3.88,-23.88,-1.57, 3.55
20339.10,55.91,-52.98, 1.31, 3.93,-24.63,-1.64, 3.57
20342.99,55.88,-53.02, 1.32, 3.97,-25.31,-1.70, 3.59
20346.96,55.84,-53.05, 1.32, 4.01,-25.92,-1.75, 3.61
20351.34,55.80,-53.07, 1.32, 4.05,-26.45,-1.80, 3.62
20355.99,55.77,-53.08, 1.32, 4.08,-26.88,-1.84, 3.64
20360.56,55.73,-53.09, 1.33, 4.11,-27.23,-1.88, 3.65
20364.78,55.69,-53.10, 1.33, 4.13,-27.49,-1.91, 3.67
20368.86,55.65,-53.10, 1.33, 4.15,-27.66,-1.93, 3.68
20373.06,55.62,-53.09, 1.33, 4.17,-27.73,-1.94, 3.69
20377.53,55.58,-53.06, 1.33, 4.19,-27.71,-1.95, 3.71
20382.17,55.54,-53.04, 1.33, 4.20,-27.61,-1.94, 3.72
